item,unit,price,currency
Gourd (bitter),KG,70.0,BDT
Gourd (bottle),KG,22.0,BDT
Lemon (medium size),1 piece,5.0,BDT
"Onions (imported, India)",KG,110.0,BDT
Oranges (malta),KG,320.0,BDT
Papaya (green),KG,42.5,BDT
Spinach (malabar),KG,16.0,BDT
Tomatoes (red),KG,180.0,BDT
"Potatoes (Holland, white)",KG,65.0,BDT
Rice (BRRI-29),KG,62.0,BDT
Rice (Gazi),KG,47.0,BDT
Eggs (white),1 piece,12.5,BDT
"Fish (dry, belt 10-12"")",KG,480.0,BDT
"Fish (live, pangasius)",KG,170.0,BDT
"Fish (live, tilapia)",KG,220.0,BDT
Meat (beef),KG,700.0,BDT
"Meat (chicken, broiler)",KG,190.0,BDT
Milk,L,115.0,BDT
Milk (powder),500 G,415.0,BDT
"Chili (whole, dry, Indian Teja)",KG,380.0,BDT
Hyacinth (sim),KG,127.5,BDT
"Salt (iodized, Molla)",KG,40.0,BDT
Sugar,KG,130.0,BDT
"Turmeric (powder, Fresh)",KG,270.0,BDT
Dishwashing liquid,1 piece,130.0,BDT
Firewood,KG,13.0,BDT
Fuel (diesel),L,112.0,BDT
Fuel (gas),12 KG,1480.0,BDT
Fuel (kerosene),L,112.0,BDT
Fuel (petrol),L,130.0,BDT
Laundry detergent,1 piece,75.0,BDT
Sanitary pads,10 pcs,110.0,BDT
Toilet paper,1 Roll,32.0,BDT
Toothpaste,1 piece,110.0,BDT
Oil (palm),L,160.0,BDT
"Oil (soybean, fortified)",L,170.0,BDT
"Beans (mung, large grain)",KG,140.0,BDT
Chickpeas,KG,130.0,BDT
Lentils (masur),KG,110.0,BDT
Bananas (ripe),1 piece,7.0,BDT
Cabbage,KG,70.0,BDT
Carrots,KG,160.0,BDT
Chili (green),KG,150.0,BDT
"Cucumber (short, khira)",KG,45.0,BDT
Eggplants,KG,70.0,BDT
"Garlic (imported, China)",KG,220.0,BDT
Ginger (local),KG,230.0,BDT
Gourd (bitter),KG,70.0,BDT
Gourd (bottle),KG,22.0,BDT
Lemon (medium size),1 piece,6.0,BDT
"Onions (imported, India)",KG,110.0,BDT
Oranges (malta),KG,310.0,BDT
Papaya (green),KG,45.0,BDT
Tomatoes (red),KG,160.0,BDT
Rice (coarse),KG,54.5,BDT
Wheat flour,KG,61.0,BDT
"Fish (live, pangasius)",KG,190.0,BDT
Sugar,KG,128.3,BDT
Oil (palm),L,153.8,BDT
"Oil (soybean, fortified)",L,164.3,BDT
Lentils (masur),KG,110.0,BDT
Bananas (ripe),1 piece,9.5,BDT
Chili (green),KG,115.0,BDT
"Garlic (imported, China)",KG,315.0,BDT
"Onions (imported, China)",KG,108.0,BDT
Papaya (green),KG,62.5,BDT
Snake gourd,KG,42.5,BDT
Spinach (red),KG,35.0,BDT
"Potatoes (Holland, white)",KG,65.0,BDT
Rice (coarse),KG,46.5,BDT
Eggs (brown),1 piece,12.8,BDT
"Meat (chicken, broiler)",KG,185.0,BDT
Sugar,KG,129.5,BDT
"Oil (soybean, fortified)",L,167.5,BDT
Lentils (masur),KG,107.5,BDT
Bananas (ripe),1 piece,6.1,BDT
Chili (green),KG,145.0,BDT
"Garlic (imported, China)",KG,390.0,BDT
Gourd (bottle),KG,45.0,BDT
"Onions (imported, China)",KG,107.5,BDT
Papaya (green),KG,47.5,BDT
Snake gourd,KG,75.0,BDT
Spinach (red),KG,35.0,BDT
"Potatoes (Holland, white)",KG,69.3,BDT
Wheat flour,KG,61.0,BDT
Eggs (brown),1 piece,12.6,BDT
"Meat (chicken, broiler)",KG,183.8,BDT
"Oil (soybean, fortified)",L,177.3,BDT
Chili (green),KG,140.0,BDT
"Garlic (imported, China)",KG,310.0,BDT
"Onions (imported, China)",KG,109.3,BDT
Snake gourd,KG,57.5,BDT
Spinach (red),KG,57.5,BDT
Wheat flour,KG,52.5,BDT
"Fish (live, pangasius)",KG,165.0,BDT
"Meat (chicken, broiler)",KG,171.3,BDT
Oil (palm),L,159.3,BDT
"Oil (soybean, fortified)",L,170.3,BDT
Lentils (masur),KG,112.5,BDT
Bananas (ripe),1 piece,11.9,BDT
Chili (green),KG,117.5,BDT
"Garlic (imported, China)",KG,270.0,BDT
"Onions (imported, China)",KG,110.0,BDT
Papaya (green),KG,60.0,BDT
Snake gourd,KG,50.0,BDT
Spinach (malabar),KG,35.0,BDT
Spinach (red),KG,35.0,BDT
"Potatoes (Holland, white)",KG,65.0,BDT
Eggs (brown),1 piece,12.1,BDT
"Fish (live, pangasius)",KG,187.5,BDT
"Meat (chicken, broiler)",KG,175.0,BDT
Sugar,KG,135.0,BDT
Oil (palm),L,154.5,BDT
"Oil (soybean, fortified)",L,158.3,BDT
Bananas (ripe),1 piece,5.6,BDT
Chili (green),KG,122.5,BDT
Papaya (green),KG,55.0,BDT
Spinach (red),KG,27.5,BDT
Rice (coarse),KG,54.5,BDT
Eggs (brown),1 piece,12.3,BDT
"Meat (chicken, broiler)",KG,191.0,BDT
Oil (palm),L,157.5,BDT
Lentils (masur),KG,105.8,BDT
Bananas (ripe),1 piece,6.5,BDT
Chili (green),KG,130.0,BDT
Gourd (bottle),KG,40.0,BDT
Papaya (green),KG,40.0,BDT
Snake gourd,KG,60.0,BDT
Spinach (malabar),KG,25.0,BDT
Spinach (red),KG,32.5,BDT
Wheat flour,KG,52.5,BDT
"Meat (chicken, broiler)",KG,180.0,BDT
Sugar,KG,128.3,BDT
Oil (palm),L,164.8,BDT
Lentils (masur),KG,109.0,BDT
Chili (green),KG,107.5,BDT
"Garlic (imported, China)",KG,230.0,BDT
Gourd (bottle),KG,45.0,BDT
Papaya (green),KG,40.0,BDT
Spinach (malabar),KG,45.0,BDT
"Potatoes (Holland, white)",KG,71.8,BDT
Rice (coarse),KG,52.5,BDT
Eggs (brown),1 piece,12.3,BDT
"Fish (live, pangasius)",KG,170.0,BDT
"Meat (chicken, broiler)",KG,181.3,BDT
Sugar,KG,127.5,BDT
Lentils (masur),KG,112.5,BDT
Bananas (ripe),1 piece,4.4,BDT
Chili (green),KG,130.0,BDT
"Garlic (imported, China)",KG,235.0,BDT
Gourd (bottle),KG,55.0,BDT
Papaya (green),KG,40.0,BDT
Snake gourd,KG,52.5,BDT
Spinach (red),KG,38.8,BDT
"Potatoes (Holland, white)",KG,74.0,BDT
Wheat flour,KG,49.0,BDT
Eggs (brown),1 piece,12.1,BDT
"Fish (live, pangasius)",KG,200.0,BDT
"Meat (chicken, broiler)",KG,165.0,BDT
"Oil (soybean, fortified)",L,169.0,BDT
Lentils (masur),KG,107.5,BDT
Bananas (ripe),1 piece,6.3,BDT
"Garlic (imported, China)",KG,235.0,BDT
Gourd (bottle),KG,61.3,BDT
"Onions (imported, China)",KG,112.5,BDT
Papaya (green),KG,35.8,BDT
Snake gourd,KG,67.5,BDT
Spinach (malabar),KG,42.5,BDT
Spinach (red),KG,42.5,BDT
"Potatoes (Holland, white)",KG,73.3,BDT
Eggs (brown),1 piece,12.0,BDT
"Fish (live, pangasius)",KG,170.0,BDT
"Meat (chicken, broiler)",KG,178.5,BDT
Sugar,KG,127.3,BDT
Oil (palm),L,159.8,BDT
"Oil (soybean, fortified)",L,167.5,BDT
Lentils (masur),KG,109.0,BDT
Bananas (ripe),1 piece,3.4,BDT
"Garlic (imported, China)",KG,225.0,BDT
Gourd (bottle),KG,55.0,BDT
Snake gourd,KG,57.5,BDT
Spinach (malabar),KG,32.5,BDT
Rice (coarse),KG,55.5,BDT
"Meat (chicken, broiler)",KG,170.0,BDT
Oil (palm),L,158.5,BDT
Lentils (masur),KG,112.5,BDT
Bananas (ripe),1 piece,4.7,BDT
Chili (green),KG,135.0,BDT
"Garlic (imported, China)",KG,232.5,BDT
Gourd (bottle),KG,67.5,BDT
Papaya (green),KG,35.0,BDT
Spinach (malabar),KG,47.5,BDT
Spinach (red),KG,35.0,BDT
"Potatoes (Holland, white)",KG,76.0,BDT
Wheat flour,KG,49.0,BDT
Eggs (brown),1 piece,12.5,BDT
Sugar,KG,130.0,BDT
Lentils (masur),KG,109.0,BDT
Chili (green),KG,125.0,BDT
"Garlic (imported, China)",KG,255.0,BDT
Gourd (bottle),KG,56.3,BDT
"Onions (imported, China)",KG,117.5,BDT
Snake gourd,KG,57.5,BDT
Spinach (red),KG,32.5,BDT
"Potatoes (Holland, white)",KG,69.5,BDT
Eggs (brown),1 piece,12.4,BDT
"Fish (live, pangasius)",KG,155.0,BDT
"Meat (chicken, broiler)",KG,167.5,BDT
Sugar,KG,129.0,BDT
"Oil (soybean, fortified)",L,167.5,BDT
Lentils (masur),KG,107.5,BDT
Bananas (ripe),1 piece,6.9,BDT
"Garlic (imported, China)",KG,240.8,BDT
"Onions (imported, China)",KG,115.8,BDT
Papaya (green),KG,41.3,BDT
Snake gourd,KG,65.0,BDT
Spinach (malabar),KG,40.0,BDT
"Potatoes (Holland, white)",KG,62.3,BDT
Wheat flour,KG,49.0,BDT
"Meat (chicken, broiler)",KG,186.3,BDT
Sugar,KG,127.0,BDT
Oil (palm),L,153.5,BDT
"Oil (soybean, fortified)",L,168.3,BDT
Lentils (masur),KG,139.0,BDT
Bananas (ripe),1 piece,5.6,BDT
"Garlic (imported, China)",KG,225.0,BDT
Gourd (bottle),KG,65.0,BDT
"Onions (imported, China)",KG,111.3,BDT
Papaya (green),KG,25.0,BDT
Snake gourd,KG,55.0,BDT
Spinach (malabar),KG,33.8,BDT
"Potatoes (Holland, white)",KG,70.8,BDT
Rice (coarse),KG,61.0,BDT
Wheat flour,KG,49.0,BDT
Eggs (brown),1 piece,12.3,BDT
"Fish (live, pangasius)",KG,145.0,BDT
"Meat (chicken, broiler)",KG,165.8,BDT
Sugar,KG,147.3,BDT
Oil (palm),L,157.5,BDT
"Oil (soybean, fortified)",L,166.0,BDT
Lentils (masur),KG,142.5,BDT
Chili (green),KG,131.3,BDT
"Garlic (imported, China)",KG,233.8,BDT
Gourd (bottle),KG,60.0,BDT
"Onions (imported, China)",KG,103.3,BDT
Papaya (green),KG,37.0,BDT
Spinach (malabar),KG,37.5,BDT
"Potatoes (Holland, white)",KG,71.0,BDT
Eggs (brown),1 piece,12.3,BDT
"Fish (live, pangasius)",KG,210.0,BDT
"Meat (chicken, broiler)",KG,180.0,BDT
Sugar,KG,127.8,BDT
Oil (palm),L,158.5,BDT
"Oil (soybean, fortified)",L,168.0,BDT
Lentils (masur),KG,109.0,BDT
Gourd (bottle),KG,60.0,BDT
Papaya (green),KG,42.5,BDT
Spinach (malabar),KG,37.5,BDT
Spinach (red),KG,45.0,BDT
Rice (coarse),KG,51.0,BDT
"Fish (live, pangasius)",KG,190.0,BDT
"Meat (chicken, broiler)",KG,185.0,BDT
Sugar,KG,127.5,BDT
Oil (palm),L,132.5,BDT
"Oil (soybean, fortified)",L,152.5,BDT
Lentils (masur),KG,122.5,BDT
Chili (green),KG,140.0,BDT
"Garlic (imported, China)",KG,210.0,BDT
Gourd (bottle),KG,80.0,BDT
"Onions (imported, China)",KG,102.5,BDT
Papaya (green),KG,35.0,BDT
Snake gourd,KG,55.0,BDT
Spinach (malabar),KG,27.5,BDT
Spinach (red),KG,37.5,BDT
"Potatoes (Holland, white)",KG,67.5,BDT
Rice (coarse),KG,54.5,BDT
Wheat flour,KG,56.0,BDT
"Oil (soybean, fortified)",L,163.8,BDT
Lentils (masur),KG,147.5,BDT
Chili (green),KG,127.5,BDT
"Garlic (imported, China)",KG,227.5,BDT
Gourd (bottle),KG,50.0,BDT
"Onions (imported, China)",KG,125.0,BDT
Papaya (green),KG,27.5,BDT
Spinach (malabar),KG,22.5,BDT
Spinach (red),KG,31.3,BDT
"Potatoes (Holland, white)",KG,71.3,BDT
Wheat flour,KG,51.0,BDT
Eggs (brown),1 piece,11.8,BDT
"Fish (live, pangasius)",KG,177.5,BDT
"Meat (chicken, broiler)",KG,185.0,BDT
Sugar,KG,127.0,BDT
Oil (palm),L,167.8,BDT
"Oil (soybean, fortified)",L,176.3,BDT
Lentils (masur),KG,106.0,BDT
Chili (green),KG,127.5,BDT
Gourd (bottle),KG,55.0,BDT
"Onions (imported, China)",KG,105.0,BDT
Papaya (green),KG,45.0,BDT
Snake gourd,KG,47.5,BDT
Spinach (malabar),KG,17.5,BDT
Spinach (red),KG,29.0,BDT
"Potatoes (Holland, white)",KG,71.3,BDT
Rice (coarse),KG,51.0,BDT
Wheat flour,KG,48.5,BDT
Eggs (brown),1 piece,12.5,BDT
"Fish (live, pangasius)",KG,125.0,BDT
Sugar,KG,125.8,BDT
Oil (palm),L,157.0,BDT
"Oil (soybean, fortified)",L,160.5,BDT
Lentils (masur),KG,120.0,BDT
Bananas (ripe),1 piece,5.8,BDT
Chili (green),KG,100.0,BDT
Gourd (bottle),KG,87.5,BDT
Papaya (green),KG,26.0,BDT
Spinach (malabar),KG,22.5,BDT
Spinach (red),KG,32.3,BDT
Rice (coarse),KG,53.0,BDT
Wheat flour,KG,49.5,BDT
Eggs (brown),1 piece,11.9,BDT
"Fish (live, pangasius)",KG,175.0,BDT
"Meat (chicken, broiler)",KG,182.5,BDT
Sugar,KG,128.0,BDT
Oil (palm),L,157.8,BDT
"Oil (soybean, fortified)",L,166.5,BDT
Lentils (masur),KG,109.0,BDT
Bananas (ripe),1 piece,5.0,BDT
Chili (green),KG,107.5,BDT
Snake gourd,KG,47.5,BDT
Spinach (malabar),KG,22.0,BDT
Spinach (red),KG,37.5,BDT
Rice (coarse),KG,53.5,BDT
Wheat flour,KG,64.5,BDT
Eggs (brown),1 piece,12.2,BDT
"Meat (chicken, broiler)",KG,180.3,BDT
Oil (palm),L,161.5,BDT
"Oil (soybean, fortified)",L,170.0,BDT
Bananas (ripe),1 piece,3.5,BDT
Chili (green),KG,96.3,BDT
Gourd (bottle),KG,81.3,BDT
Papaya (green),KG,33.8,BDT
Snake gourd,KG,32.5,BDT
Spinach (malabar),KG,25.0,BDT
Rice (coarse),KG,53.0,BDT
Eggs (brown),1 piece,12.8,BDT
"Meat (chicken, broiler)",KG,177.5,BDT
Sugar,KG,131.8,BDT
Oil (palm),L,165.5,BDT
"Oil (soybean, fortified)",L,171.3,BDT
Lentils (masur),KG,109.0,BDT
Bananas (ripe),1 piece,6.8,BDT
Chili (green),KG,140.0,BDT
"Onions (imported, China)",KG,106.5,BDT
Papaya (green),KG,37.5,BDT
Snake gourd,KG,50.0,BDT
Spinach (malabar),KG,38.0,BDT
Spinach (red),KG,53.8,BDT
"Potatoes (Holland, white)",KG,67.5,BDT
Rice (coarse),KG,49.0,BDT
"Fish (live, pangasius)",KG,185.0,BDT
"Meat (chicken, broiler)",KG,183.8,BDT
Sugar,KG,126.0,BDT
Oil (palm),L,160.0,BDT
"Oil (soybean, fortified)",L,168.5,BDT
Lentils (masur),KG,106.5,BDT
Bananas (ripe),1 piece,4.5,BDT
"Garlic (imported, China)",KG,220.0,BDT
"Onions (imported, China)",KG,100.0,BDT
Papaya (green),KG,39.0,BDT
Snake gourd,KG,50.0,BDT
Spinach (malabar),KG,18.0,BDT
Spinach (red),KG,45.0,BDT
Wheat flour,KG,51.0,BDT
Eggs (brown),1 piece,11.6,BDT
"Fish (live, pangasius)",KG,180.0,BDT
"Oil (soybean, fortified)",L,167.8,BDT
Lentils (masur),KG,109.3,BDT
Bananas (ripe),1 piece,4.8,BDT
Chili (green),KG,115.0,BDT
"Garlic (imported, China)",KG,228.8,BDT
"Onions (imported, China)",KG,110.0,BDT
Snake gourd,KG,36.0,BDT
Spinach (malabar),KG,30.0,BDT
Rice (coarse),KG,52.0,BDT
Wheat flour,KG,51.8,BDT
Eggs (brown),1 piece,11.5,BDT
"Meat (chicken, broiler)",KG,191.3,BDT
Sugar,KG,128.0,BDT
"Oil (soybean, fortified)",L,173.0,BDT
Chili (green),KG,94.5,BDT
"Onions (imported, China)",KG,97.5,BDT
Papaya (green),KG,25.3,BDT
Spinach (red),KG,42.5,BDT
"Potatoes (Holland, white)",KG,274.0,BDT
Wheat flour,KG,49.0,BDT
Eggs (brown),1 piece,12.1,BDT
"Fish (live, pangasius)",KG,167.5,BDT
"Meat (chicken, broiler)",KG,167.5,BDT
Oil (palm),L,161.8,BDT
"Oil (soybean, fortified)",L,162.5,BDT
Bananas (ripe),1 piece,4.8,BDT
Chili (green),KG,127.5,BDT
Papaya (green),KG,42.5,BDT
Snake gourd,KG,38.3,BDT
Spinach (malabar),KG,35.0,BDT
"Potatoes (Holland, white)",KG,70.0,BDT
Rice (coarse),KG,53.5,BDT
Wheat flour,KG,49.0,BDT
Eggs (brown),1 piece,11.9,BDT
"Fish (live, pangasius)",KG,175.0,BDT
"Meat (chicken, broiler)",KG,177.5,BDT
Oil (palm),L,160.0,BDT
"Oil (soybean, fortified)",L,165.3,BDT
Chili (green),KG,120.0,BDT
"Garlic (imported, China)",KG,227.5,BDT
"Onions (imported, China)",KG,100.3,BDT
Papaya (green),KG,34.0,BDT
Spinach (red),KG,60.0,BDT
"Potatoes (Holland, white)",KG,66.5,BDT
Rice (coarse),KG,53.0,BDT
Wheat flour,KG,51.0,BDT
Eggs (brown),1 piece,11.8,BDT
"Meat (chicken, broiler)",KG,178.8,BDT
Sugar,KG,127.8,BDT
Oil (palm),L,159.8,BDT
"Oil (soybean, fortified)",L,168.0,BDT
Lentils (masur),KG,138.0,BDT
Bananas (ripe),1 piece,4.4,BDT
Chili (green),KG,111.3,BDT
"Garlic (imported, China)",KG,231.3,BDT
Gourd (bottle),KG,42.5,BDT
"Onions (imported, China)",KG,104.3,BDT
Papaya (green),KG,27.5,BDT
Snake gourd,KG,42.5,BDT
Spinach (malabar),KG,27.5,BDT
Spinach (red),KG,32.5,BDT
"Potatoes (Holland, white)",KG,68.3,BDT
Eggs (brown),1 piece,12.3,BDT
"Fish (live, pangasius)",KG,175.0,BDT
"Meat (chicken, broiler)",KG,172.5,BDT
Oil (palm),L,163.5,BDT
"Oil (soybean, fortified)",L,166.5,BDT
Lentils (masur),KG,136.5,BDT
Bananas (ripe),1 piece,5.6,BDT
Chili (green),KG,107.5,BDT
Gourd (bottle),KG,52.5,BDT
Papaya (green),KG,33.8,BDT
Spinach (red),KG,32.5,BDT
"Potatoes (Holland, white)",KG,66.8,BDT
Rice (coarse),KG,50.5,BDT
Wheat flour,KG,52.5,BDT
Eggs (brown),1 piece,12.0,BDT
"Fish (live, pangasius)",KG,160.0,BDT
"Meat (chicken, broiler)",KG,178.8,BDT
Sugar,KG,127.5,BDT
"Oil (soybean, fortified)",L,162.3,BDT
Lentils (masur),KG,137.5,BDT
Chili (green),KG,92.5,BDT
"Garlic (imported, China)",KG,220.0,BDT
Gourd (bottle),KG,45.0,BDT
"Onions (imported, China)",KG,105.0,BDT
Papaya (green),KG,29.0,BDT
Snake gourd,KG,42.5,BDT
Spinach (malabar),KG,35.0,BDT
Spinach (red),KG,37.5,BDT
"Potatoes (Holland, white)",KG,70.5,BDT
Rice (coarse),KG,51.0,BDT
Eggs (brown),1 piece,12.1,BDT
"Fish (live, pangasius)",KG,195.0,BDT
Sugar,KG,127.3,BDT
Oil (palm),L,160.0,BDT
"Oil (soybean, fortified)",L,166.5,BDT
Lentils (masur),KG,143.8,BDT
Bananas (ripe),1 piece,4.3,BDT
Chili (green),KG,110.0,BDT
Gourd (bottle),KG,38.3,BDT
"Onions (imported, China)",KG,109.3,BDT
Papaya (green),KG,30.0,BDT
Spinach (malabar),KG,27.5,BDT
Spinach (red),KG,23.5,BDT
"Potatoes (Holland, white)",KG,61.0,BDT
Rice (coarse),KG,47.5,BDT
Wheat flour,KG,45.5,BDT
Sugar,KG,127.8,BDT
Oil (palm),L,157.8,BDT
"Oil (soybean, fortified)",L,167.3,BDT
Bananas (ripe),1 piece,4.4,BDT
Chili (green),KG,100.0,BDT
"Garlic (imported, China)",KG,210.0,BDT
"Onions (imported, China)",KG,90.0,BDT
Spinach (red),KG,50.0,BDT
Wheat flour,KG,47.5,BDT
Eggs (brown),1 piece,12.3,BDT
"Meat (chicken, broiler)",KG,168.3,BDT
"Oil (soybean, fortified)",L,173.3,BDT
Lentils (masur),KG,109.0,BDT
Bananas (ripe),1 piece,4.1,BDT
Chili (green),KG,120.0,BDT
"Garlic (imported, China)",KG,235.0,BDT
Gourd (bottle),KG,85.0,BDT
"Onions (imported, China)",KG,98.8,BDT
Papaya (green),KG,32.5,BDT
Snake gourd,KG,32.5,BDT
Spinach (malabar),KG,17.5,BDT
Spinach (red),KG,32.5,BDT
Rice (coarse),KG,45.5,BDT
Eggs (brown),1 piece,11.9,BDT
"Meat (chicken, broiler)",KG,162.5,BDT
Oil (palm),L,124.5,BDT
"Oil (soybean, fortified)",L,162.8,BDT
Bananas (ripe),1 piece,4.5,BDT
Chili (green),KG,92.5,BDT
"Garlic (imported, China)",KG,215.0,BDT
"Onions (imported, China)",KG,100.0,BDT
Spinach (malabar),KG,30.0,BDT
Spinach (red),KG,40.0,BDT
Rice (coarse),KG,49.0,BDT
Eggs (brown),1 piece,12.5,BDT
"Fish (live, pangasius)",KG,150.0,BDT
Sugar,KG,125.5,BDT
Oil (palm),L,164.5,BDT
"Oil (soybean, fortified)",L,171.0,BDT
Lentils (masur),KG,109.0,BDT
Gourd (bottle),KG,85.0,BDT
Papaya (green),KG,25.0,BDT
Spinach (malabar),KG,25.0,BDT
Spinach (red),KG,70.0,BDT
Rice (coarse),KG,59.0,BDT
Eggs (brown),1 piece,12.3,BDT
"Fish (live, pangasius)",KG,93.5,BDT
Sugar,KG,124.8,BDT
Lentils (masur),KG,112.5,BDT
Bananas (ripe),1 piece,4.5,BDT
Chili (green),KG,110.0,BDT
"Garlic (imported, China)",KG,225.0,BDT
Gourd (bottle),KG,75.0,BDT
"Onions (imported, China)",KG,90.0,BDT
Papaya (green),KG,35.0,BDT
Snake gourd,KG,47.0,BDT
Spinach (malabar),KG,29.0,BDT
Spinach (red),KG,32.5,BDT
Wheat flour,KG,53.0,BDT
Eggs (brown),1 piece,12.3,BDT
"Fish (live, pangasius)",KG,170.0,BDT
"Meat (chicken, broiler)",KG,180.0,BDT
Oil (palm),L,164.3,BDT
"Oil (soybean, fortified)",L,173.0,BDT
Chili (green),KG,103.8,BDT
Spinach (malabar),KG,37.5,BDT
Spinach (red),KG,51.3,BDT
Wheat flour,KG,52.5,BDT
Eggs (brown),1 piece,12.3,BDT
"Meat (chicken, broiler)",KG,180.0,BDT
Sugar,KG,129.0,BDT
Oil (palm),L,159.8,BDT
"Oil (soybean, fortified)",L,167.8,BDT
Lentils (masur),KG,115.0,BDT
"Garlic (imported, China)",KG,230.0,BDT
Gourd (bottle),KG,93.8,BDT
"Onions (imported, China)",KG,92.5,BDT
Papaya (green),KG,37.5,BDT
Snake gourd,KG,45.0,BDT
Spinach (red),KG,25.0,BDT
Rice (coarse),KG,53.0,BDT
Wheat flour,KG,49.0,BDT
Eggs (brown),1 piece,12.3,BDT
"Fish (live, pangasius)",KG,200.0,BDT
"Meat (chicken, broiler)",KG,175.0,BDT
Sugar,KG,127.5,BDT
Oil (palm),L,156.0,BDT
"Oil (soybean, fortified)",L,164.3,BDT
Lentils (masur),KG,107.5,BDT
Bananas (ripe),1 piece,3.8,BDT
Chili (green),KG,101.3,BDT
"Garlic (imported, China)",KG,235.0,BDT
Gourd (bottle),KG,80.0,BDT
"Onions (imported, China)",KG,107.5,BDT
Papaya (green),KG,30.0,BDT
Snake gourd,KG,58.8,BDT
Spinach (malabar),KG,27.5,BDT
Rice (coarse),KG,48.0,BDT
Wheat flour,KG,49.0,BDT
"Fish (live, pangasius)",KG,175.0,BDT
"Meat (chicken, broiler)",KG,170.0,BDT
Oil (palm),L,164.0,BDT
"Oil (soybean, fortified)",L,171.8,BDT
Lentils (masur),KG,107.5,BDT
Chili (green),KG,102.5,BDT
"Garlic (imported, China)",KG,207.5,BDT
Gourd (bottle),KG,36.3,BDT
Papaya (green),KG,27.5,BDT
Rice (coarse),KG,54.0,BDT
Wheat flour,KG,53.0,BDT
Eggs (brown),1 piece,11.8,BDT
"Meat (chicken, broiler)",KG,166.3,BDT
Sugar,KG,128.0,BDT
Oil (palm),L,159.5,BDT
"Oil (soybean, fortified)",L,165.0,BDT
Lentils (masur),KG,118.8,BDT
"Garlic (imported, China)",KG,245.0,BDT
Gourd (bottle),KG,45.0,BDT
Papaya (green),KG,28.8,BDT
Spinach (malabar),KG,24.0,BDT
Spinach (red),KG,29.0,BDT
Eggs (brown),1 piece,11.6,BDT
Sugar,KG,127.5,BDT
"Oil (soybean, fortified)",L,170.0,BDT
Lentils (masur),KG,105.0,BDT
Gourd (bottle),KG,35.0,BDT
"Onions (imported, China)",KG,103.8,BDT
Papaya (green),KG,37.5,BDT
Spinach (malabar),KG,27.5,BDT
Spinach (red),KG,31.0,BDT
Rice (coarse),KG,47.5,BDT
Wheat flour,KG,52.0,BDT
"Fish (live, pangasius)",KG,145.0,BDT
"Meat (chicken, broiler)",KG,172.5,BDT
Sugar,KG,127.3,BDT
"Oil (soybean, fortified)",L,165.5,BDT
Lentils (masur),KG,109.0,BDT
Chili (green),KG,103.8,BDT
"Garlic (imported, China)",KG,230.0,BDT
Papaya (green),KG,36.8,BDT
Snake gourd,KG,55.0,BDT
Spinach (malabar),KG,25.0,BDT
Spinach (red),KG,35.0,BDT
"Potatoes (Holland, white)",KG,55.0,BDT
Rice (coarse),KG,50.0,BDT
Eggs (brown),1 piece,11.9,BDT
"Fish (live, pangasius)",KG,155.0,BDT
Sugar,KG,127.5,BDT
Oil (palm),L,140.8,BDT
Lentils (masur),KG,109.0,BDT
Chili (green),KG,93.8,BDT
Gourd (bottle),KG,30.0,BDT
"Onions (imported, China)",KG,107.5,BDT
Snake gourd,KG,42.5,BDT
Spinach (malabar),KG,22.5,BDT
Spinach (red),KG,27.5,BDT
Wheat flour,KG,57.5,BDT
Eggs (brown),1 piece,12.0,BDT
"Fish (live, pangasius)",KG,137.5,BDT
"Meat (chicken, broiler)",KG,183.8,BDT
Oil (palm),L,157.8,BDT
"Oil (soybean, fortified)",L,168.3,BDT
Lentils (masur),KG,109.0,BDT
Bananas (ripe),1 piece,5.6,BDT
Chili (green),KG,120.0,BDT
"Garlic (imported, China)",KG,220.0,BDT
Gourd (bottle),KG,30.0,BDT
"Onions (imported, China)",KG,107.5,BDT
Snake gourd,KG,35.8,BDT
Spinach (malabar),KG,31.5,BDT
Spinach (red),KG,26.8,BDT
Rice (coarse),KG,54.0,BDT
Wheat flour,KG,53.5,BDT
"Meat (chicken, broiler)",KG,170.0,BDT
"Oil (soybean, fortified)",L,168.5,BDT
Chili (green),KG,115.0,BDT
"Garlic (imported, China)",KG,207.5,BDT
Gourd (bottle),KG,40.0,BDT
"Onions (imported, China)",KG,105.0,BDT
Papaya (green),KG,27.5,BDT
Wheat flour,KG,47.0,BDT
Eggs (brown),1 piece,12.0,BDT
"Fish (live, pangasius)",KG,180.0,BDT
"Meat (chicken, broiler)",KG,177.5,BDT
Sugar,KG,129.0,BDT
Oil (palm),L,159.8,BDT
"Oil (soybean, fortified)",L,168.0,BDT
Lentils (masur),KG,112.5,BDT
Bananas (ripe),1 piece,5.3,BDT
Chili (green),KG,102.5,BDT
Gourd (bottle),KG,26.3,BDT
Papaya (green),KG,37.5,BDT
Snake gourd,KG,41.0,BDT
Spinach (red),KG,25.3,BDT
"Potatoes (Holland, white)",KG,70.8,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,49.0,BDT
Eggs (brown),1 piece,12.5,BDT
Oil (palm),L,160.5,BDT
"Oil (soybean, fortified)",L,167.8,BDT
Lentils (masur),KG,107.5,BDT
Bananas (ripe),1 piece,7.4,BDT
Chili (green),KG,122.5,BDT
"Garlic (imported, China)",KG,217.5,BDT
Gourd (bottle),KG,57.5,BDT
"Onions (imported, China)",KG,98.3,BDT
